"","District","Code","State","Trump2016","Clinton2016","Obama2012","Romney2012","Obama2008","McCain2008","raw16PVI","raw12PVI","raw08PVI","raw16PVIuse","raw12PVIuse","raw08PVIuse","Trump2016vote","Clinton2016vote","PVI2016","dem5.cd.turnout","dem4.cd.turnout","dem3.cd.turnout","dem2.cd.turnout","dem1.cd.turnout","rep5.cd.turnout","rep4.cd.turnout","rep3.cd.turnout","rep2.cd.turnout","rep1.cd.turnout","demavg.cd.turnout","repavg.cd.turnout","ClintonPredictedGainAvg5","ClintonPredictedLossAvg5","TrumpPredictedGainAvg5","TrumpPredictedLossAvg5","ClintonGainVLossAvg5","TrumpGainVLossAvg5","RelativeClintonGainVLossAvg5","ClintonPredictedGainAvg3","ClintonPredictedLossAvg3","TrumpPredictedGainAvg3","TrumpPredictedLossAvg3","ClintonGainVLossAvg3","TrumpGainVLossAvg3","RelativeClintonGainVLossAvg3","ClintonPredictedGainAvg1","ClintonPredictedLossAvg1","TrumpPredictedGainAvg1","TrumpPredictedLossAvg1","ClintonGainVLossAvg1","TrumpGainVLossAvg1","RelativeClintonGainVLossAvg1","ClintonPredictedGainAvgAvg","ClintonPredictedLossAvgAvg","TrumpPredictedGainAvgAvg","TrumpPredictedLossAvgAvg","ClintonGainVLossAvgAvg","TrumpGainVLossAvgAvg","RelativeClintonGainVLossAvgAvg","ClintonPredictedGainExt5","ClintonPredictedLossExt5","TrumpPredictedGainExt5","TrumpPredictedLossExt5","ClintonGainVLossExt5","TrumpGainVLossExt5","RelativeClintonGainVLossExt5","ClintonPredictedGainExt3","ClintonPredictedLossExt3","TrumpPredictedGainExt3","TrumpPredictedLossExt3","ClintonGainVLossExt3","TrumpGainVLossExt3","RelativeClintonGainVLossExt3","ClintonPredictedGainExt1","ClintonPredictedLossExt1","TrumpPredictedGainExt1","TrumpPredictedLossExt1","ClintonGainVLossExt1","TrumpGainVLossExt1","RelativeClintonGainVLossExt1","ClintonPredictedGainExtAvg","ClintonPredictedLossExtAvg","TrumpPredictedGainExtAvg","TrumpPredictedLossExtAvg","ClintonGainVLossExtAvg","TrumpGainVLossExtAvg","RelativeClintonGainVLossExtAvg","ActualClintonLostVotes"
"362","Tennessee 9th","TN-09","Tennessee",19.7748624934226,77.5303234046764,78.3523587612276,20.9170889549239,77.4034870754491,22.5965129245509,28.6,27,23.7,-28.6,-27,-23.7,43970,172391,-28.6,0.722385735918593,0.703992326039114,0.684911807614421,0.665186309548983,0.644866230652197,0.514216404689141,0.536640579553039,0.558917535660914,0.580959788643386,0.602683556811465,0.684268481954662,0.558683573071589,-6664,-25092,11402,3316,-31756,14718,-46474,-4243,-15486,6503,1882,-19729,8385,-28114,-1154,-4110,2398,686,-5264,3084,-8348,-4154,-15341,6523,1889,-19495,8412,-27907,8090,-38865,16528,-4333,-30775,12195,-42970,5344,-23640,9538,-2481,-18296,7057,-25353,1493,-6187,3562,-901,-4694,2661,-7355,5161,-23546,9535,-2481,-18385,7054,-25439,-128421
"372","Texas 10th","TX-10","Texas",52.3309205954311,43.151304369901,38.809710664258,59.1235525809222,43.1225714755113,56.8774285244887,-5.9,-12.3,-10.6,5.9,12.3,10.6,164912,135984,5.9,0.63627334463331,0.635238509812995,0.63420242343298,0.633165093585369,0.632126528406568,0.625869656545696,0.626915460393135,0.627960078646178,0.629003502907114,0.630045724821238,0.634201179974244,0.627958884662672,12436,-4068,5715,-19202,8368,-13487,21855,7259,-2319,3577,-11850,4940,-8273,13213,1812,-567,1443,-4701,1245,-3258,4503,7200,-2321,3574,-11889,4879,-8315,13194,25649,-16402,21511,-42771,9247,-21260,30507,15426,-9266,13708,-26414,6160,-12706,18866,3942,-2238,5618,-10396,1704,-4778,6482,15128,-9304,13623,-26472,5824,-12849,18673,28928
"373","Texas 11th","TX-11","Texas",77.8027806799003,19.0741782528329,19.5674877930087,79.1708284112292,23.3564769555251,76.6435230444749,-31.4,-32.1,-30.3,31.4,32.1,30.3,193620,47468,31.4,0.56604092904514,0.580402315928311,0.59462879713892,0.608698124396321,0.622589072794382,0.701155444712398,0.688710372079978,0.675986533265497,0.662997101441203,0.649756738419692,0.594471847860615,0.675721237983754,10769,4294,-14800,-40914,15063,-55714,70777,5862,2296,-9855,-26680,8158,-36535,44693,1369,526,-4231,-11225,1895,-15456,17351,5854,2308,-9786,-26657,8162,-36443,44605,15954,-546,1755,-65615,15408,-63860,79268,8902,-291,1195,-42565,8611,-41370,49981,2124,-66,523,-17709,2058,-17186,19244,8806,-293,1179,-42569,8513,-41390,49903,146152
"374","Texas 12th","TX-12","Texas",62.9446993360241,32.7385732124475,31.6808498715106,66.8433229527751,35.7801458037552,64.2198541962448,-16.9,-19.8,-17.9,16.9,19.8,17.9,177939,92549,16.9,0.606497622371738,0.61192190592236,0.617318596413402,0.62268651401428,0.628024506294252,0.659363149003186,0.654227274212605,0.649055179064514,0.643847835521564,0.638606247257587,0.617289829003206,0.649019937011891,13423,1639,-3186,-28705,15062,-31891,46953,7607,910,-2049,-18154,8517,-20203,28720,1846,216,-849,-7390,2062,-8239,10301,7570,912,-2043,-18186,8482,-20229,28711,22857,-7168,12993,-52845,15689,-39852,55541,13317,-3947,8527,-33358,9370,-24831,34201,3305,-928,3596,-13452,2377,-9856,12233,13114,-3970,8448,-33411,9144,-24963,34107,85390
"375","Texas 13th","TX-13","Texas",79.9000192592717,16.8531187459702,18.5240366812608,80.2038815918447,22.4397128305823,77.5602871694177,-33.7,-33.2,-31.2,33.7,33.2,31.2,190838,40253,33.7,0.559527031817398,0.575334580181801,0.590989522067613,0.606462107343755,0.621724020679277,0.707509012891744,0.694004731842892,0.680158819035666,0.665987923946913,0.651510863797895,0.590807452417969,0.679834270303022,9707,4152,-16171,-41678,13859,-57849,71708,5249,2207,-10824,-27306,7456,-38130,45586,1219,503,-4673,-11548,1722,-16221,17943,5244,2219,-10741,-27270,7463,-38011,45474,14155,0,0,-65805,14155,-65805,79960,7843,0,0,-42867,7843,-42867,50710,1860,0,0,-17921,1860,-17921,19781,7764,0,0,-42858,7764,-42858,50622,150585
"376","Texas 14th","TX-14","Texas",58.1632691803889,38.4340556076558,39.4875701910325,59.3426128599243,42.485322411501,57.514677588499,-11.3,-12,-11.2,11.3,12,11.2,153191,101228,11.3,0.621770682692621,0.623863790491268,0.625952283371439,0.628036093953689,0.63011515553123,0.642486146841926,0.640436941585732,0.638382601598513,0.636323189407132,0.634258768251246,0.625947601208049,0.63837752953691,11835,-738,1209,-21338,11097,-20129,31226,6809,-415,767,-13329,6394,-12562,18956,1676,-100,314,-5355,1576,-5041,6617,6765,-416,766,-13364,6349,-12598,18947,21900,-10134,15504,-42666,11766,-27162,38928,12968,-5654,10025,-26637,7314,-16612,23926,3267,-1348,4167,-10610,1919,-6443,8362,12745,-5683,9948,-26689,7062,-16741,23803,51963
"377","Texas 15th","TX-15","Texas",39.9706006791135,56.6582410310374,57.4432940647898,41.5491143104439,57.796509786097,42.203490213903,7.5,6.1,4.1,-7.5,-6.1,-4.1,73689,104454,-7.5,0.671165674655324,0.662799292054819,0.654329677689485,0.645761026470652,0.637097774044992,0.583408445630538,0.592533658250431,0.601595486267924,0.61058822931284,0.61950637079254,0.654230688983054,0.601526438050855,3626,-8393,8103,-3842,-4767,4261,-9028,2191,-4940,4898,-2298,-2749,2600,-5349,566,-1247,1909,-883,-681,1026,-1707,2163,-4926,4905,-2308,-2763,2597,-5360,13248,-17374,15675,-15140,-4126,535,-4661,8271,-10111,9623,-9091,-1840,532,-2372,2189,-2521,3807,-3471,-332,336,-668,8067,-10126,9593,-9110,-2059,483,-2542,-30765
"378","Texas 16th","TX-16","Texas",27.1594046457559,67.8720445062587,64.1575717534654,34.5045548680549,65.052839412195,34.947160587805,20.3,13.1,11.4,-20.3,-13.1,-11.4,52334,130784,-20.3,0.702826140181057,0.688134298404753,0.673053999269173,0.657607320979761,0.641819229730758,0.541649247926233,0.558817605525833,0.575846466585625,0.592697115302212,0.60933248828261,0.6726881977131,0.575668584724502,-1556,-15926,10233,1096,-17482,11329,-28811,-971,-9651,5974,635,-10622,6609,-17231,-259,-2512,2252,236,-2771,2488,-5259,-954,-9587,5991,638,-10541,6629,-17170,9948,-26666,16025,-7546,-16718,8479,-25197,6430,-15946,9480,-4405,-9516,5075,-14591,1759,-4095,3623,-1632,-2336,1991,-4327,6234,-15919,9470,-4410,-9685,5060,-14745,-78450
"379","Texas 17th","TX-17","Texas",56.3008581524483,38.8312973245835,37.723749213447,60.3845072496753,41.3967585117131,58.6032414882869,-10.3,-13.5,-12.3,10.3,13.5,12.3,139415,96156,10.3,0.624473733905124,0.625980980655956,0.627485786534873,0.628988126410247,0.630487975334619,0.639433385400709,0.637948995594454,0.636461969095632,0.634972329718569,0.633480101469651,0.627483320568164,0.636459356255803,10777,-1114,1772,-18846,9663,-17074,26737,6217,-628,1121,-11746,5589,-10625,16214,1534,-152,457,-4708,1382,-4251,5633,6175,-629,1119,-11778,5546,-10659,16205,20297,-10000,14842,-38349,10297,-23507,33804,12054,-5593,9572,-23894,6461,-14322,20783,3045,-1337,3968,-9497,1708,-5529,7237,11841,-5620,9501,-23942,6221,-14441,20662,43259
"380","Texas 18th","TX-18","Texas",19.9553315102621,76.4507527467715,76.1280082756103,22.8142145776498,76.9823597307484,23.0176402692516,28.2,25,23.3,-28.2,-25,-23.3,41011,157117,-28.2,0.721461469935644,0.703238859208011,0.684345681028467,0.66482296633626,0.64471965398193,0.515541771030613,0.537713400954703,0.559736865481471,0.581527662919215,0.603004879903385,0.683717726098062,0.559504916057877,-5880,-22697,10502,2979,-28577,13481,-42058,-3740,-13996,5997,1693,-17736,7690,-25426,-1016,-3711,2214,618,-4727,2832,-7559,-3662,-13866,6015,1699,-17528,7714,-25242,7584,-35265,15271,-4136,-27681,11135,-38816,5005,-21433,8823,-2371,-16428,6452,-22880,1397,-5604,3299,-862,-4207,2437,-6644,4834,-21351,8820,-2371,-16517,6449,-22966,-116106
"381","Texas 19th","TX-19","Texas",72.534297042209,23.47242202028,25.0258536225846,73.5878009029273,28.1759880686055,71.8240119313945,-26.7,-26.6,-25.5,26.7,26.6,25.5,165384,53519,26.7,0.579278918503664,0.590704486220826,0.602032935927016,0.613253124237093,0.624354356929759,0.687929789599883,0.677737612006979,0.667373510307619,0.656844859585343,0.646159640825714,0.601924764363672,0.667209082465108,10642,3507,-9706,-32440,14149,-42146,56295,5869,1898,-6392,-20949,7767,-27341,35108,1388,440,-2714,-8721,1828,-11435,13263,5855,1907,-6355,-20951,7762,-27306,35068,16354,-1825,4707,-53944,14529,-49237,63766,9255,-982,3168,-34693,8273,-31525,39798,2237,-225,1370,-14290,2012,-12920,14932,9143,-988,3129,-34715,8155,-31586,39741,111865
"363","Texas 1st","TX-01","Texas",72.2322966033251,25.2918184173232,27.4971954891657,71.5730845683021,30.6551480356435,69.3448519643565,-25.2,-24.2,-23,25.2,24.2,23,189604,66389,25.2,0.5834808634167,0.593976175091463,0.604386337664833,0.614702728271219,0.624917053108682,0.683642119869459,0.674193241545958,0.664600604205161,0.654870115492618,0.645008116566307,0.604292631510579,0.6644628395359,12628,3841,-10008,-36235,16469,-46243,62712,6994,2087,-6567,-23326,9081,-29893,38974,1661,486,-2778,-9678,2147,-12456,14603,6975,2097,-6533,-23334,9072,-29867,38939,19662,-2725,6619,-61043,16937,-54424,71361,11178,-1472,4439,-39148,9706,-34709,44415,2713,-339,1912,-16073,2374,-14161,16535,11037,-1482,4386,-39180,9555,-34794,44349,123215
"382","Texas 20th","TX-20","Texas",34.286846860135,61.0102695527121,58.9150051907259,39.6837650065217,58.8949583685782,41.1050416314218,12.9,7.8,5.2,-12.9,-7.8,-5.2,74386,132363,-12.9,0.684734688313877,0.673612570537981,0.662291596701142,0.650781520525047,0.639092924616424,0.565901365091031,0.578396643006028,0.590792331271544,0.603073674566526,0.615226483272602,0.662102660138894,0.590678099441546,1880,-13047,10734,-1697,-11167,9037,-20204,1152,-7776,6395,-1002,-6624,5393,-12017,301,-1988,2458,-380,-1687,2078,-3765,1135,-7742,6409,-1006,-6607,5403,-12010,13832,-24203,18614,-13454,-10371,5160,-15531,8764,-14250,11252,-7984,-5486,3268,-8754,2353,-3597,4387,-3010,-1244,1377,-2621,8527,-14253,11228,-7999,-5726,3229,-8955,-57977
"383","Texas 21st","TX-21","Texas",52.4631948410101,42.4886833711715,37.8968247661249,59.836740402618,42.7990593120418,57.2009406879582,-6.4,-13.2,-10.9,6.4,13.2,10.9,188335,152528,6.4,0.634940405515459,0.634191395921237,0.633441736748512,0.632691431067514,0.631940481960525,0.627421449488038,0.628176193753648,0.628930313337618,0.629683805086261,0.630436665857684,0.633441090242649,0.62892968550465,14298,-4252,6045,-22341,10046,-16296,26342,8335,-2421,3788,-13803,5914,-10015,15929,2078,-591,1530,-5482,1487,-3952,5439,8269,-2424,3785,-13847,5845,-10062,15907,29150,-18116,24040,-49191,11034,-25151,36185,17506,-10222,15341,-30410,7284,-15069,22353,4468,-2466,6296,-11982,2002,-5686,7688,17172,-10266,15244,-30476,6906,-15232,22138,35807
"384","Texas 22nd","TX-22","Texas",52.0628991091249,44.1770406516786,36.6926361437091,62.1275628031352,39.07937052442,60.9206294755799,-5.2,-14.8,-14.6,5.2,14.8,14.6,159717,135525,5.2,0.638135945862075,0.636702319810088,0.635266260348987,0.633827788976236,0.632386927354528,0.62369279605516,0.62514753513709,0.626600017355312,0.628050220078736,0.629498120834818,0.635263848470383,0.626597737892223,11962,-4438,6112,-18105,7524,-11993,19517,6995,-2535,3818,-11155,4460,-7337,11797,1749,-620,1537,-4418,1129,-2881,4010,6937,-2536,3816,-11192,4401,-7376,11777,25093,-16695,21464,-41011,8398,-19547,27945,15121,-9446,13652,-25291,5675,-11639,17314,3872,-2285,5585,-9938,1587,-4353,5940,14825,-9484,13570,-25347,5341,-11777,17118,24192
"385","Texas 23rd","TX-23","Texas",46.3665636548311,49.7715730555616,48.0729396869802,50.7438848426453,50.3095299922098,49.6904700077902,0.7,-3.3,-3.4,-0.7,3.3,3.4,107276,115154,-0.7,0.653665973281713,0.648937492612366,0.644179595961829,0.639393048736517,0.634578638080534,0.605153753277367,0.610117651787334,0.615058841496752,0.619976414392002,0.624869481304925,0.644150949734592,0.615035228451676,7187,-6417,7517,-9246,770,-1729,2499,4268,-3717,4626,-5620,551,-994,1545,1083,-923,1835,-2195,160,-360,520,4224,-3714,4628,-5642,510,-1014,1524,18078,-16584,18145,-25103,1494,-6958,8452,11077,-9508,11354,-15293,1569,-3939,5508,2880,-2333,4574,-5930,547,-1356,1903,10834,-9536,11302,-15328,1298,-4026,5324,-7878
"386","Texas 24th","TX-24","Texas",50.7458254417191,44.4967534231197,37.9934157700337,60.4412237032279,40.9726067176459,59.0273932823541,-4.4,-13.4,-12.7,4.4,13.4,12.7,140128,122872,4.4,0.640259559125761,0.638372148346361,0.636480457412018,0.634584535328902,0.632684431606748,0.62119882977322,0.623122955965611,0.625043207910529,0.626959533168536,0.628871879776967,0.636476226363958,0.625039281318973,10402,-4418,5946,-15386,5984,-9440,15424,6096,-2528,3707,-9462,3568,-5755,9323,1527,-620,1490,-3740,907,-2250,3157,6043,-2529,3706,-9495,3514,-5789,9303,22267,-15493,19470,-35563,6774,-16093,22867,13449,-8782,12356,-21895,4667,-9539,14206,3451,-2129,5045,-8588,1322,-3543,4865,13181,-8816,12285,-21944,4365,-9659,14024,17256
"387","Texas 25th","TX-25","Texas",55.0846185538036,40.2250320173996,37.8250931475183,59.9242264786361,43.2579218865144,56.7420781134856,-8.9,-13.3,-10.4,8.9,13.3,10.4,172476,125949,8.9,0.628244979630278,0.628936945539506,0.629628382772228,0.630319288900537,0.631009661504916,0.635140558699998,0.63445343757566,0.63376576858805,0.633077554105762,0.632388796505943,0.629627851669493,0.633765223095083,13275,-2206,3372,-22308,11069,-18936,30005,7687,-1249,2127,-13860,6438,-11733,18171,1904,-303,864,-5537,1601,-4673,6274,7632,-1251,2124,-13900,6381,-11776,18157,25670,-13776,19652,-46598,11894,-26946,38840,15306,-7729,12626,-28953,7577,-16327,23904,3881,-1853,5215,-11471,2028,-6256,8284,15028,-7766,12537,-29013,7262,-16476,23738,46527
"388","Texas 26th","TX-26","Texas",60.8532431771281,34.3530267771457,30.7101931640298,67.6077903919513,35.23565207942,64.76434792058,-15,-20.7,-18.5,15,20.7,18.5,194033,109536,15,0.611704584281455,0.615989505707211,0.620256496449247,0.624504976096241,0.628734375283475,0.653679651329724,0.649576041676474,0.645450181058906,0.641302567544504,0.637133711611135,0.620237987563526,0.645428430644149,14819,991,-1817,-29887,15810,-31704,47514,8441,553,-1163,-18823,8994,-19986,28980,2058,132,-480,-7628,2190,-8108,10298,8396,554,-1160,-18861,8950,-20021,28971,25890,-9343,15978,-56438,16547,-40460,57007,15168,-5168,10434,-35494,10000,-25060,35060,3784,-1221,4378,-14254,2563,-9876,12439,14926,-5198,10343,-35555,9728,-25212,34940,84497
"389","Texas 27th","TX-27","Texas",60.071170429284,36.5192198560378,38.1858090112595,60.5316569623276,40.495371728866,59.504628271134,-13.3,-13.3,-13.2,13.3,13.3,13.2,140787,85589,13.3,0.616341965316586,0.619615252784495,0.622877701004748,0.62612905171559,0.629369050535197,0.648556913706206,0.645390142795537,0.642210578777417,0.639018451430345,0.635813994776744,0.622866604271323,0.64219801629725,10848,125,-217,-20745,10973,-20962,31935,6208,70,-138,-13016,6278,-13154,19432,1520,17,-57,-5254,1537,-5311,6848,6172,70,-138,-13046,6242,-13184,19426,19434,-7890,12797,-40162,11544,-27365,38909,11442,-4382,8319,-25174,7060,-16855,23915,2867,-1040,3476,-10072,1827,-6596,8423,11252,-4405,8251,-25220,6847,-16969,23816,55198
"390","Texas 28th","TX-28","Texas",38.4506892895016,58.3366914103924,60.3070476673748,38.7104888908577,58.7204912988587,41.2795087011413,9.2,8.9,5,-9.2,-8.9,-5,72518,110023,-9.2,0.675469669847524,0.666222553912978,0.656845809020065,0.647345081991036,0.637726390091052,0.577917435215553,0.58809844622648,0.598204617484832,0.608228011934958,0.618160965850573,0.656721900972531,0.598121895342479,3093,-9485,8739,-3128,-6392,5611,-12003,1878,-5605,5258,-1863,-3727,3395,-7122,487,-1421,2041,-713,-934,1328,-2262,1853,-5587,5268,-1871,-3734,3397,-7131,13164,-18885,16261,-14352,-5721,1909,-7630,8258,-11031,9935,-8586,-2773,1349,-4122,2196,-2761,3912,-3265,-565,647,-1212,8047,-11043,9907,-8604,-2996,1303,-4299,-37505
"391","Texas 29th","TX-29","Texas",25.4493347899612,71.1056404423759,65.9002097457811,32.9927502806764,62.6831595751322,37.3168404248678,22.5,14.7,9,-22.5,-14.7,-9,34011,95027,-22.5,0.70808770800407,0.692382862470464,0.676219446166031,0.659624251452824,0.642627996853612,0.534395590073325,0.552958484667545,0.571374900060396,0.589595724003799,0.607573961683145,0.6757884529894,0.571179732097642,-1829,-12192,7202,1184,-14021,8386,-22407,-1147,-7425,4179,682,-8572,4861,-13433,-307,-1942,1566,253,-2249,1819,-4068,-1126,-7370,4191,685,-8496,4876,-13372,6469,-19937,11018,-4509,-13468,6509,-19977,4205,-11977,6475,-2619,-7772,3856,-11628,1157,-3091,2460,-965,-1934,1495,-3429,4073,-11950,6470,-2621,-7877,3849,-11726,-61016
"364","Texas 2nd","TX-02","Texas",52.3728465881896,43.062478182479,35.5617083852562,62.9461191093445,37.6778682285979,62.3221317714021,-6,-15.9,-16,6,15.9,16,145530,119659,6,0.636006923389877,0.63502918903415,0.634050339504394,0.633070381626564,0.632089322261851,0.626180223475619,0.627167745723379,0.628154208382445,0.629139604383573,0.630123926691784,0.634049231163367,0.62815314173136,10998,-3531,4969,-17009,7467,-12040,19507,6418,-2013,3111,-10499,4405,-7388,11793,1601,-492,1255,-4166,1109,-2911,4020,6366,-2014,3108,-10533,4352,-7425,11777,22630,-14389,18902,-37798,8241,-18896,27137,13606,-8127,12048,-23348,5479,-11300,16779,3476,-1962,4939,-9191,1514,-4252,5766,13344,-8161,11973,-23399,5183,-11426,16609,25871
"392","Texas 30th","TX-30","Texas",18.2741231746492,79.0753519308054,79.6304944120781,19.6463627502097,78.8003471519599,21.1996528480401,30.1,28.2,25.1,-30.1,-28.2,-25.1,40333,174528,-30.1,0.725834861950096,0.706807922208481,0.687029886146676,0.666547100729259,0.64541565094672,0.509244651959332,0.532614557749328,0.555842225472191,0.578828360752899,0.601477808416477,0.686327084396247,0.555601520870045,-7544,-26112,10955,3465,-33656,14420,-48076,-4820,-16168,6221,1959,-20988,8180,-29168,-1316,-4306,2285,711,-5622,2996,-8618,-4716,-16008,6241,1966,-20724,8207,-28931,7322,-39989,15703,-3620,-32667,12083,-44750,4856,-24397,9021,-2065,-19541,6956,-26497,1362,-6406,3355,-748,-5044,2607,-7651,4686,-24290,9018,-2065,-19604,6953,-26557,-134195
"393","Texas 31st","TX-31","Texas",53.5017912420438,40.7571910542242,38.2516047693994,59.5902996942904,43.2536826247071,56.7463173752929,-7.9,-12.9,-10.4,7.9,12.9,10.4,153823,117181,7.9,0.630929226136958,0.631042468049202,0.63115569552813,0.631268908563112,0.631382107143527,0.632060994485963,0.631947882855698,0.631834756707256,0.631721616051222,0.631608460898189,0.631155681084186,0.631834742199666,11800,-2543,3772,-19242,9257,-15470,24727,6851,-1443,2373,-11929,5408,-9556,14964,1701,-351,962,-4755,1350,-3793,5143,6800,-1444,2370,-11965,5356,-9595,14951,23282,-13261,18362,-41011,10021,-22649,32670,13922,-7457,11765,-25430,6465,-13665,20130,3539,-1792,4847,-10053,1747,-5206,6953,13665,-7491,11686,-25484,6174,-13798,19972,36642
"394","Texas 32nd","TX-32","Texas",46.6416139240506,48.5094217491369,41.4847025572949,57.0009304208695,44.3289457265264,55.6710542734736,-0.1,-9.8,-9.4,0.1,9.8,9.4,129701,134895,0.1,0.651578433208589,0.647289494977059,0.642976689932347,0.6386405898963,0.634281781194946,0.607686642770019,0.612168611773687,0.616631679565052,0.621075178608223,0.625498454121158,0.642953397841848,0.616612113367628,8878,-7109,8510,-11673,1769,-3163,4932,5262,-4110,5248,-7108,1152,-1860,3012,1333,-1019,2086,-2781,314,-695,1009,5209,-4107,5250,-7136,1102,-1886,2988,21678,-19057,21305,-30765,2621,-9460,12081,13252,-10907,13362,-18773,2345,-5411,7756,3439,-2671,5394,-7293,768,-1899,2667,12966,-10940,13298,-18816,2026,-5518,7544,-5194
"395","Texas 33rd","TX-33","Texas",23.7456904198129,72.896886304212,71.9505312084993,27.0924634794157,69.1193377787997,30.8806622212003,24.3,20.7,15.4,-24.3,-20.7,-15.4,30787,94513,-24.3,0.712351638061835,0.695834911962313,0.678797430319737,0.661270179708463,0.643289111877068,0.528449799813251,0.548153618101535,0.567707622552171,0.587052901287424,0.606133086470499,0.678308654385883,0.567499405644976,-2374,-12619,6939,1430,-14993,8369,-23362,-1496,-7715,4006,820,-9211,4826,-14037,-403,-2027,1495,302,-2430,1797,-4227,-1467,-7654,4018,824,-9121,4842,-13963,5829,-20276,10432,-3781,-14447,6651,-21098,3808,-12226,6098,-2187,-8418,3911,-12329,1052,-3168,2305,-803,-2116,1502,-3618,3685,-12192,6094,-2189,-8507,3905,-12412,-63726
"396","Texas 34th","TX-34","Texas",37.6620204804354,59.1943896865133,60.7881694323495,38.3269458434496,60.5688954562246,39.4311045437754,10,9.4,6.9,-10,-9.4,-6.9,64767,101796,-10,0.677484919418948,0.667827485777544,0.658026839429773,0.648089403098523,0.638022046615412,0.575326662407904,0.586006279251281,0.596605636064997,0.607115560580505,0.61752720506269,0.65789013886804,0.596516268673475,2551,-9052,8131,-2514,-6501,5617,-12118,1551,-5359,4882,-1495,-3808,3387,-7195,403,-1361,1891,-571,-958,1320,-2278,1530,-5340,4892,-1501,-3810,3391,-7201,11841,-17724,14880,-12584,-5883,2296,-8179,7444,-10371,9070,-7515,-2927,1555,-4482,1983,-2600,3564,-2853,-617,711,-1328,7251,-10380,9046,-7531,-3129,1515,-4644,-37029
"397","Texas 35th","TX-35","Texas",30.4802169751117,64.0829411295469,63.0243570375059,34.6271205670371,64.043218717417,35.956781282583,16.7,12.6,10.4,-16.7,-12.6,-10.4,61136,128535,-16.7,0.694099527751482,0.681113550904773,0.667840110034835,0.654294596405436,0.640494051811574,0.553479506513657,0.568369305079826,0.583136547120571,0.597756119270925,0.612203941118112,0.66756836738162,0.582989083820618,67,-14233,10392,-54,-14166,10338,-24504,41,-8556,6127,-31,-8515,6096,-14611,11,-2208,2332,-12,-2197,2320,-4517,41,-8509,6143,-32,-8468,6111,-14579,11516,-24920,17014,-9934,-13404,7080,-20484,7372,-14791,10172,-5846,-7419,4326,-11745,1998,-3767,3925,-2184,-1769,1741,-3510,7160,-14780,10156,-5855,-7620,4301,-11921,-67399
"398","Texas 36th","TX-36","Texas",71.9898446434817,25.2410128631896,25.6978035461022,73.1526038438983,29.8352238603971,70.1647761396029,-25.2,-26,-23.9,25.2,26,23.9,183176,64225,25.2,0.5834808634167,0.593976175091463,0.604386337664833,0.614702728271219,0.624917053108682,0.683642119869459,0.674193241545958,0.664600604205161,0.654870115492618,0.645008116566307,0.604292631510579,0.6644628395359,12216,3716,-9668,-35006,15932,-44674,60606,6766,2019,-6345,-22536,8785,-28881,37666,1607,470,-2684,-9350,2077,-12034,14111,6748,2028,-6311,-22543,8776,-28854,37630,19021,-2637,6395,-58973,16384,-52578,68962,10813,-1424,4288,-37821,9389,-33533,42922,2624,-328,1847,-15528,2296,-13681,15977,10677,-1433,4238,-37852,9244,-33614,42858,118951
"365","Texas 3rd","TX-03","Texas",54.8010271994374,40.6183288545094,34.2142710442156,64.3220227092685,37.8165498234173,62.1834501765827,-8.5,-17.2,-15.9,8.5,17.2,15.9,174561,129384,8.5,0.629319638567713,0.629779747597536,0.630239621075152,0.630699258287116,0.631158658521636,0.633910043751067,0.633452080235901,0.632993875507427,0.632535430267451,0.63207674521945,0.630239384809831,0.632993634996259,13393,-2484,3758,-22282,10909,-18524,29433,7763,-1407,2368,-13832,6356,-11464,17820,1925,-342,961,-5521,1583,-4560,6143,7707,-1409,2365,-13873,6298,-11508,17806,26104,-14349,20267,-46914,11755,-26647,38402,15583,-8058,13007,-29126,7525,-16119,23644,3955,-1934,5367,-11530,2021,-6163,8184,15298,-8095,12917,-29187,7203,-16270,23473,45177
"366","Texas 4th","TX-04","Texas",75.4283851741479,21.7921257360632,24.815811153235,74.0089722516135,29.5735579432917,70.4264420567083,-28.7,-26.9,-24.1,28.7,26.9,24.1,210587,60841,28.7,0.573658508239926,0.586329757234478,0.598887731427616,0.611317196757783,0.623603572980492,0.693596904879821,0.682431767077599,0.671052732780884,0.659469423522104,0.647692371319725,0.598759353328059,0.670848639916027,12812,4622,-13978,-42689,17434,-56667,74101,7027,2489,-9249,-27683,9516,-36932,46448,1653,575,-3945,-11577,2228,-15522,17750,7013,2501,-9191,-27675,9514,-36866,46380,19369,-1499,4224,-69847,17870,-65623,83493,10896,-802,2858,-45087,10094,-42229,52323,2619,-183,1242,-18651,2436,-17409,19845,10770,-808,2821,-45106,9962,-42285,52247,149746
